__ON__ LIEB ZUSCHAUER ABEND	liebe zuschauer guten abend .
REGEN-PLUSPLUS GEWITTER IN-KOMMEND BLEIBEN STUNDE __OFF__ __ON__ UNWETTER CHAOS BESONDERS SUED REGION	heftiger regen starke gewitter halten uns in den nächsten stunden noch in atem unwetter sind ja unterwegs vor allen dingen über süddeutschland .
loc-FLAECHENDECKEND WEITER OST KOMMEN WEST KOMMEN REGEN-PLUSPLUS __PU__ VIEL STUNDE GEWITTER GEWITTER STARK __OFF__	diese kette hier zieht weiterhin nach osten und nordosten der starke regen im westen weiterhin nach norden in den nächsten stunden da kann es noch ganz heftige gewitter auch weiterhin geben .
__ON__ WAHRSCHEINLICH OST BAYERN SACHSEN THUERINGEN loc-REGION AUCH UND-DANN loc-OBEN NORD REGEN REGEN WIND	wir rechnen damit dann dass sie auch ostbayern sachsen thüringen erreichen der starke regen in der zweiten nachthälfte vor allen dingen an der nordseeküste dort nimmt der wind derzeit zu .
STURM KOENNEN loc-NORDOST KOMMEN __OFF__	wir rechnen mit sturmböen aus nordost .
NACH MITTAG DANN NORD NOCH REGEN VERSCHWINDEN ABER STURM loc-KOMMEN __OFF__ __ON__ NEU SCHNEE SCHNEE KOMMEN ABEND REGEN-PLUSPLUS KOENNEN __OFF__	und am nachmittag lässt auch der regen in norddeutschland nach aber wir haben einen starken bis stürmischen nordwind an der nordseeküste und erneut regenschauer und gewitter am alpenrand die gegen abend auch wieder heftiger werden können .
__ON__ TEMPERATUR STARK UNTERSCHIED OST BIS ZWANZIG BAYERN ZWANZIG TROTZDEM loc-NORDWEST KUEHL loc-REGION ACHT BIS ZEHN GRAD __OFF__	sehr stark die temperaturunterschiede warm nochmal im osten bis zu zwanzig grad oder auch in bayern sonst kühl in der nordwesthälfte deutschlands mit acht bis zehn grad .
DONNERSTAG BESONDERS SCHOEN WAHRSCHEINLICH loc-REGION NORD DANN BIS SAMSTAG BLEIBEN-GLEICH __PU__ SCHAUER SCHAUER WENIG SONNE	donnerstag am schönsten wahrscheinlich hier in norddeutschland und bis samstag eigentlich kaum eine änderung viele schauer wenig sonne .
SCHOEN ABEND MACHEN GUT MITTEILEN __OFF__	ihnen einen schönen abend und machen sie es gut .
__ON__ HEUTE NACHT TIEF KOMMEN REGEN-PLUSPLUS GEWITTER KOENNEN	ein tief sorgt bei uns in der nacht für kräftige teilweise gewittrige regenfälle .
ES-BEDEUTET SCHON WARNUNG GEWITTER WETTER DEUTSCH WETTER DIENST BEKANNTGEBEN __OFF__	es gelten entsprechende unwetterwarnung des deutschen wetterdienstes .
__ON__ WEST loc-NORDWEST REGEN-PLUSPLUS ALPEN NORD KOENNEN AUCH GEWITTER loc-REGION BISSCHEN SCHNEE	im westen und nordwesten regnet es in der nacht teilweise ergiebig zwischen alpen und ostsee sind gewitter dabei in der eifel einige schneeflocken .
SUED loc-SUED NACH MITTAG REGEN GEWITTER GEWITTER __OFF__	im süden am nachmittag teilweise kräftige gewitterschauer .
__ON__ HEUTE NACHT OST WIND STURM WEHEN loc-NORD DANN SCHAUER KOMMEN SUED AUCH SCHAUER SCHAUER SCHWACH MAESSIG WIND	in der nacht sind starke bis stürmische böen möglich tagsüber noch an der nordsee sowie bei schauern und gewittern ganz im süden sonst schwacher bis mäßiger wind .
HEUTE NACHT ZWOELF GRAD OST loc-REGION loc-REGION ZWEI GRAD __OFF__	heute nacht zwölf grad im osten in der eifel zwei grad .
__ON__ TAG __PU__ NORD SIEBEN ACHT loc-SUED BIS ZWANZIG GRAD KOENNEN __OFF__	am tag einstellige werte im nordwesten im äußersten süden und südosten bis zwanzig grad .
FREITAG DANN KOMMEN MEHR WOLKE SONST REGEN IX-PLUSPLUS	am freitag richtung nordwesten mal sonne mal wolken sonst stellenweise regen .
__ON__ JETZT WIE-AUSSEHEN WETTER MORGEN DONNERSTAG ZWOELFTE MAI __OFF__	und nun die wettervorhersage für morgen donnerstag den zwölften mai .
__ON__ ISLAND __LEFTHAND__ SCHOTTLAND IX REGION TIEF __LEFTHAND__ KUEHL VORBEI DANN WARM FEUCHT cl-KOMMEN	ein tief zwischen island und schottland lenkt kühlere atlantikluft nach deutschland die dort auf feucht warme luft trifft .
DANN SCHAUER SCHAUER SCHAUER GEWITTER SUEDOSTRAUM IX MEISTENS	die folge sind schauer und gewitter vor allem richtung südosten können sie heftig sein .
HEUTE NACHT OST SUEDRAUM MEISTENS SCHAUER SCHAUER GEWITTER SONST REGION WOLKE KLAR TROCKEN __OFF__	auch heute nacht gibt es im osten und süden mancherorts noch kräftige schauer oder gewitter sonst teils wolkig teils klar und meist trocken .
__ON__ ORT-PLUSPLUS NEBEL	stellenweise bildet sich nebel .
MORGEN __EMP__ MEISTENS RECHNEN IX SCHAUER SCHAUER GEWITTER BESONDERS SUEDOSTRAUM STARK REGEN REGEN HAGEL-PLUSPLUS	morgen muss verbreitet mit schauern und gewittern gerechnet werden die besonders richtung südosten teilweise heftig sein können mit starkregen und hagel .
__LEFTHAND__ WIEDER KLAR cl-KOMMEN	von westen beginnt es später wieder aufzulockern .
GEWITTER MOEGLICH IX STURM IX SONST SCHWACH MAESSIG WIND IX WEHEN WEHEN	in gewitternähe sind sturmböen möglich sonst weht der wind schwach bis mäßig an der nordsee auch frisch um west .
HEUTE EIFEL REGION NACHT SECHS GRAD B REGION L BIS VIERZEHN GRAD GRAD	in der eifel heute nacht sechs im breisgau sowie in der lausitz bis vierzehn grad .
MORGEN IX IX VIER ZWANZIG PFINGSTEN IX IX	dort morgen bis vierundzwanzig in nordfriesland dagegen frische fünfzehn grad .
FREITAG SONNE WOLKE SCHAUER SCHAUER SONST REGION FREUNDLICH	am freitag im norden mal sonne mal wolken mit einzelnen schauern sonst überwiegend freundlich .
SAMSTAG __LEFTHAND__ __LEFTHAND__ SCHAUER SCHAUER SCHAUER SCHAUER SCHAUER SCHAUER SUEDOSTRAUM MEISTENS GEWITTER	am samstag breitet sich von westen schauerartiger regen aus im südosten zum teil kräftige gewitter .
SONNTAG WECHSELHAFT UND MEHR KALT	am sonntag wechselhaft und deutlich kühler .
__ON__ JETZT WETTER MORGEN DONNERSTAG ZWOELF NOVEMBER __OFF__	und nun die wettervorhersage für morgen donnerstag den zwölften november .
__ON__ OST EUROPA __HOLD__ NORD EUROPA NOCH TIEF KOMMEN NORD loc-REGION KOMMEN KOMMEN __PU__	das tief über dem östlichen europa beeinflusst morgen noch das wetter im nordosten deutschlands .
loc-REGION KURZ HOCH KOMMEN __OFF__	ansonsten macht sich nur flüchtig ein schwaches hoch bemerkbar .
__ON__ SCHON MORGEN IM-VERLAUF loc-SUEDWEST loc-REGION ANDERS TIEF KOMMEN	bereits im laufe des tages erreichen uns von südwesten wolken eines tiefs über dem atlantik .
ES-BEDEUTET MEHR __PU__ MILD	mit ihnen strömt mildere luft ein .
NACHT HAUPTSAECHLICH NORD loc-REGION REGEN REGEN __PU__ KLAR MOEGLICH GLATT VORSICHT __PU__	in der nacht regnet oder nieselt es vor allem in den küsten wo es aufklart muss mit glätte gerechnet werden .
DANN IM-VERLAUF ZUERST SUED loc-REGION REGEN REGEN	am tag regnet es zunächst im süden .
NEBEL AUFLOESEN MOEGLICH SONNE __OFF__	ist der nebel weg kann sich in den gebieten dazwischen noch die sonne zeigen .
HEUTE NACHT SUED FUENF GRAD __EMP__ __PU__ MINUS FUENF GRAD NORD FUENF GRAD	heute nacht fünf grad im nordosten und minus fünf grad an den alpen .
MORGEN loc-NEUN GRAD FLUSS __HOLD__ ZWOELF GRAD	am tag dann zwölf grad im rheinland .
FREITAG __PU__ NORD loc-REGION MANCHMAL REGEN REGEN	am freitag regnet es in der nordhälfte ab und an .
SAMSTAG __PU__ loc-REGION __HOLD__ REGEN MANCHMAL SONNE ZEHN BIS SIEBZEHN GRAD __OFF__	am samstag regnet es gebietsweise zwischendurch aber auch lichtblicke bei zehn bis siebzehn grad .
__ON__ JETZT MORGEN WETTER WIE-AUSSEHEN FREITAG ZWOELFTE NOVEMBER __OFF__	und nun die wettervorhersage für morgen freitag den zwölften november .
__ON__ HEUTE-NACHT __HOLD__ MORGEN STURM TIEF cl-KOMMEN STARK cl-KOMMEN	ein sturmtief bestimmt in der nacht und morgen unser wetter .
ZENTRUM REGION cl-KOMMEN SUED SCHWEDEN	sein zentrum zieht über die nordsee nach südschweden .
DEUTSCH LAND cl-KOMMEN MEISTENS NORDRAUM STURM	ganz deutschland gelangt in das sturmfeld des tiefs am stärksten ist der sturm dabei im norden .
SCHON WARNUNG DEUTSCH WETTER DIENST __OFF__	es gelten entsprechende unwetterwarnungen des deutschen wetterdienstes .
__ON__ VORSICHT STURM KOENNEN WIND WIND STARK NORD ORKAN __HOLD__ BERG HOCH ORKAN __OFF__	vorsicht wegen sturmböen teilweise auch schweren sturmböen im norden zum teil orkanartige böen auf den höheren bergen orkanböen .
__ON__ NACHT SIEBEN BIS EINS GRAD GANZTAGS DANN ACHT GRAD VOGEL LAND __HOLD__ FUENFZEHN GRAD REGION __OFF__	heute nacht werte zwischen sieben und ein grad am tag dann acht grad im vogtland und fünfzehn grad am oberrhein .
__ON__ SAMSTAG SUED REGION __EMP__ FREUNDLICH SONNE SONST ORT-PLUSPLUS VERSCHIEDEN REGEN-PLUSPLUS UND WIND WIND STARK __OFF__	am samstag ist es im süden teilweise freundlich sonst immer wieder regen und es ist noch recht windig .
__ON__ SONNTAG SONNTAG NORDWESTRAUM __HOLD__ IX REGEN REGION SUEDOSTRAUM MEHR FREUNDLICH SONNE __HOLD__ MILD ENORM	am sonntag in der nordwesthälfte ab und an regen richtung südosten ist es meist freundlich und ungewöhnlich mild .
MONTAG WECHSELHAFT WECHSELHAFT __OFF__	am montag ist es unbeständig .
__ON__ JETZT WETTER VORAUS SAGEN MORGEN DIENSTAG ZWOELF OKTOBER __OFF__	und nun die wettervorhersage für morgen dienstag den zwölften oktober .
__ON__ SCHOTTLAND SCHOTTLAND IX HABEN2 SCHOEN WETTER VIEL SCHOEN HERBST SCHOEN WETTER SONNE	das hoch bei schottland beschert auch morgen wieder weiten teilen deutschlands sonniges trockenes herbstwetter .
ABER MEER DANN REGEN loc-NORDOST BISSCHEN REGEN NEBEL	feuchtere luft vom meer sorgt dagegen im norden und osten für nebel und hochnebel .
__PU__ MORGEN WEST loc-SUED VIEL SONNE WENN NEBEL AUFTAUCHEN	morgen am tag im westen und süden viel sonne sobald der nebel weg ist .
loc-NORDOST DOCH NEBEL HAUPTSAECHLICH NEBEL BISSCHEN STELLENWEISE REGEN-PLUSPLUS __PU__	im norden und osten hält sich der nebel teilweise zäh stellenweise nieselt es .
NORD BISSCHEN SCHWACH REGEN BISSCHEN WEHEN WEHEN SUED AUCH STARK WEHEN loc-NORDOST WEHEN-PLUSPLUS	im norden weht der wind schwach sonst schwach bis mäßig auf den bergen stark böig aus ost bis nordost .
NACHT NORD INSEL NEUN ZEHN GRAD MINUS ZWEI MITTE BERG	heute nacht neun grad auf den ostfriesischen inseln und bis minus zwei grad in den mittelgebirgen .
MITTWOCH NORD loc-REGION HAUPTSAECHLICH NEBEL SUED BISSCHEN NEBEL DANN SONNE __PU__	am mittwoch in der nordhälfte verbreitet hochnebel in der südhälfte erst stellenweise nebel dann sonne .
DONNERSTAG AUCH NORD OFT BISSCHEN BEWOELKT SUED SONNE BEWOELKT NEBEL	auch am donnerstag ist es im norden oft trüb im süden sonne wolken und nebel .
ABER DOCH ICH VORBEREITEN WETTER UM-PLUSPLUS	trotzdem müssen wir uns eher auf wechselhaftes wetter am wochenende einstellen .
MAL SONNE WOLKE ABER MANCHMAL AUCH REGEN REGEN __OFF__	mal sonne mal wolken hin und wieder fällt aber auch etwas regen .
__ON__ NACHT KLAR IX NAEHERN WOLKE-PLUSPLUS	die nacht gebietsweise klar von norden ziehen jedoch dichtere wolken durch .
loc-SUEDOST SCHAUER SCHAUER	im südosten fallen einzelne schauer .
MORGEN __LEFTHAND__ loc-SUEDWEST WOLKE SCHAUER	am tag überwiegen südlich der donau die wolken hier und da fallen schauer .
GEWITTER AUCH __PU__ __OFF__	auch einzelne gewitter sind mit dabei .
MORGEN STEIGEN ALPEN SECHSZEHN FLUSS ZWEI ZWANZIG GRAD	am tag steigen die temperaturen an auf sechzehn grad an den alpen und zweiundzwanzig grad am oberrhein .
WIE-AUSSEHEN SONNTAG ALPEN SCHAUER SONST loc-SUEDOST FREUNDLICH	am sonntag an den alpen einzelne schauer sonst ist es im süden freundlich .
NORD MITTE WOLKE WAHRSCHEINLICH REGEN-PLUSPLUS	im norden und in der mitte dichtere wolken mitunter regnet es .
__ON__ MONTAG DIENSTAG neg-SONNE WENIG WENIG REGEN REGEN AUCH GEWITTER DONNER __OFF__	am montag und dienstag wenig sonne gebietsweise regnet es hier und da auch blitz und donner .
__ON__ JETZT MORGEN WETTER WIE-AUSSEHEN SONNTAG ZWOELF SEPTEMBER __OFF__	und nun die wettervorhersage für morgen sonntag den zwölften september .
__ON__ DEUTSCH LAND SUEDOSTRAUM HOCH cl-KOMMEN MORGEN SONNE	in der südosthälfte deutschlands scheint morgen dank hochdruckeinfluss noch verbreitet die sonne .
ABER GLEICH ZEIT TIEF cl-KOMMEN cl-KOMMEN REGEN KUEHL __OFF__	währenddessen lenkt ein tiefausläufer über der nordsee wieder regenwolken und kühlere luft heran .
__ON__ HEUTE NACHT SO cl-KOMMEN IX-PLUSPLUS KOENNEN REGEN REGEN	diese wolken liegen schon heute nacht über dem nordwesten und bringen örtlich etwas regen .
REGION KLAR STERN KOENNEN SEHEN BISSCHEN WOLKE BISSCHEN NEBEL FELD __OFF__	richtung osten und süden ist es klar oder nur leicht bewölkt stellenweise bildet sich nebel .
__ON__ HEUTE STURM MOEGLICH __PU__ __HOLD__ STURM WEHEN __OFF__	dabei sind stürmische böen möglich sonst weht der wind schwach bis mäßig aus unterschiedlichen richtungen .
__ON__ HEUTE NACHT SUEDRAUM FUENF BIS NEUN WESTRAUM VIERZEHN BIS FUENFZEHN GRAD __OFF__	im südosten heute nacht fünf bis neun im nordwesten milde vierzehn bis fünfzehn grad .
__ON__ MORGEN SIEBZEHN BESONDERS KUEHL ABER __HOLD__ REGION BIS SECHS ZWANZIG GRAD __OFF__	dort bleibt es morgen mit siebzehn grad am kühlsten am oberrhein dagegen bis sechsundzwanzig grad .
__ON__ MONTAG BESONDERS OST SUED REGEN REGEN cl-KOMMEN NORDWESTRAUM MEHR FREUNDLICH	am montag besonders im osten und süden noch regen sonst wird es langsam wieder freundlicher .
DIENSTAG NORD REGEN WIND	am dienstag fällt in der nordhälfte zeitweise regen dazu windig .
SUED REGION MEHR FREUNDLICH TROCKEN	richtung süden meist freundlich und trocken .
MITTWOCH WETTER WECHSELHAFT WECHSELHAFT BESONDERS KUESTE NAH WEHEN WEHEN __OFF__	am mittwoch wechselhaftes und vor allem in küstennähe sehr windiges wetter .
__ON__ LIEB ZUSCHAUER GUT ABEND	liebe zuschauer guten abend .
APRIL WETTER KUESTE BIS ALPEN	aprilwetter von der küste bis zu den alpen .
UNTERSCHIED SCHEINEN BEISPIEL ZEIGEN NORD SUED WOLKE BEWOELKT REGEN REGEN __EMP__ REGEN SCHAUER SCHAUER __OFF__	aber es sah völlig unterschiedlich aus strahlender sonnenschein im norden im süden dagegen viele wolken teilweise regen oder auch regenschauer .
__ON__ WIE GRUND	ja wie kommt das zustande .
HOCH SKANDINAVIEN KOMMEN TROCKEN KUEHL GLEICH ZEIT KOMMEN FEUCHT MILD KOMMEN VIEL WOLKE __PU__	durch die wetterlage die hochs über skandinavien bringt trockene kühle luft in den norden gleichzeitig strömt von osten her feuchte und milde luft zu uns mit vielen wolken teilweise regen .
HEUTE NACHT UEBERWIEGEND loc-REGION SCHWARZ WALD BAYERN loc-REGION	heute nacht hauptsächlich so von eifel schwarzwald bis zum bayerischen wald .
NORD SUED TROCKEN KLAR STERN KOENNEN SEHEN	nördlich und südlich davon trocken und teilweise klar .
KALT	und dann wird es auch dementsprechend kalt .
__ON__ REGEN REGEN BLEIBEN KUEHL KUESTE	im regen bleibt es kühl auch an den küsten .
UND NORD DEUTSCH LAND SONNE DANN DREIZEHN BIS SECHSZEHN GRAD __OFF__	aber in norddeutschland wenn die sonne etwas scheint da werden auch durchaus dreizehn bis sechzehn grad erreicht .
__ON__ IN-KOMMEND __PU__ HERVORRAGEND NOCH-NICHT	die nächsten tage bringen noch nicht den durchbruch zum frühlingswetter .
BLEIBEN WECHSELHAFT IM-VERLAUF BESSER MILD	es bleibt durchwachsen aber zumindest wird es dann im laufe der woche ein bisschen milder .
SCHOEN ABEND TSCHUESS __OFF__	jetzt wünsche ich ihnen noch einen schönen abend .
__ON__ MORGEN WETTER WIE-AUSSEHEN DIENSTAG DREIZEHN APRIL __OFF__	und nun die wettervorhersage für morgen dienstag den dreizehnten april .
__ON__ SUED MITTE loc-REGION TIEF KOMMEN	tiefer luftdruck beeinflusst nach wie vor das wetter im süden und in der mitte deutschlands .
NORD GUT HOCH KOMMEN	der norden dagegen profitiert von hohem luftdruck .
DANN MITTWOCH GLEICH-BLEIBEN __OFF__	daran ändert sich auch am mittwoch noch nichts .
TAG SONNE SUED MITTE loc-REGION BEWOELKT HIMMEL REGEN IX-PLUSPLUS KOENNEN __OFF__	am tag im norden viel sonne im süden und in der mitte liegen die wolken mehr oder weniger dicht beieinander hier und da regnet oder schauert es .
__ON__ NACH MITTAG GEWITTER GEWITTER IX-PLUSPLUS KOENNEN	am nachmittag einzelne kurze gewitter .
WEHEN WEHEN SCHWACH MAESSIG WIND __OFF__	der nordostwind weht schwach bis mäßig stellenweise auch frisch .
__ON__ HEUTE NACHT loc-REGION SECHS GRAD MINUS DREI ALPEN	heute nacht sechs grad im rhein main gebiet minus drei grad an den alpen .
TAG ACHT loc-REGION UND SECHSZEHN GRAD NIEDER FLUSS __OFF__	am tag acht grad in oberfranken und sechzehn grad am niederrhein .
FREITAG WECHSELHAFT SONNE WOLKE BESONDERS ALPEN loc-REGION REGEN-PLUSPLUS KOENNEN NORD WIND __OFF__	am freitag mal sonne mal wolken vor allem an den alpen und im nordosten regnet es etwas im norden ist es windig .
__ON__ JETZT WETTER VORAUS INFORMIEREN MORGEN MITTWOCH DREIZEHN APRIL __OFF__	und nun die wettervorhersage für morgen mittwoch den dreizehnten april .
__ON__ POLEN WOLKE cl-KOMMEN MORGEN OST DEUTSCH LAND REGEN REGEN	das tief über polen sorgt morgen im osten deutschlands für regenwetter .
__ON__ BERG REGEN MOEGLICH SCHNEE NACHT BISSCHEN VERSCHWINDEN	am alpenrand gibt es regen oder schneefälle die im laufe der nacht langsam nachlassen .
NORDOSTRAUM MEHR NEU REGEN REGEN BESONDERS OST WEST KLAR REGION	in den nordosten sieht währenddessen neuer regen besonders im westen klart es auf .
SONST SCHWACH NORDOSTRAUM BISSCHEN FRISCH WEHEN STURM STURM KOENNEN BERG STURM __OFF__	morgen schwacher bis mäßiger in der nordosthälfte auch frischer wind mit stürmischen böen im bergland sturmböen .
__ON__ NACHT MINUS VIER REGION PLUS EINS GRAD NORDRAUM	in der nacht minus vier grad in oberschwaben und plus sechs grad an der nordsee .
TAG E R Z BERG VIER GRAD FLUSS VIERZEHN GRAD __OFF__	am tag im erzgebirge frische vier am rhein bis vierzehn grad .
DONNERSTAG AUCH OST VIEL WOLKE WOLKE BESONDERS SACHSEN REGEN SONST REGEN SONNE WOLKE NUR BISSCHEN REGEN REGEN WIND	auch am donnerstag gibt es im osten viele wolken und vor allem in sachsen regen ansonsten mal sonne mal wolken und nur vereinzelte schauer .
FREITAG SAMSTAG MEHR SONNE SONNE SONNE BISSCHEN WARM STEIGEN	freitag und samstag überall deutlich mehr sonne und es wird auch langsam wieder wärmer .
NACHT ORT-PLUSPLUS MOEGLICH BISSCHEN FROST BODEN HABEN __OFF__	nachts muss gebietsweise noch mit leichtem frost gerechnet werden .
__ON__ JETZT WIE-AUSSEHEN WETTER MORGEN DONNERSTAG DREIZEHN AUGUST __OFF__	und nun die wettervorhersage für morgen donnerstag den dreizehnten august .
__ON__ DAENEMARK __LEFTHAND__ loc-REGION TIEF BELGIEN loc-REGION	von dänemark zieht ein tief richtung baltikum .
WOLKE DEUTSCH LAND MITTE KOMMEN loc-NORD FREUNDLICH ABER SOMMER WARM negalp-AUCH	seine wolkenschleppe überquert dabei die mitte und den süden deutschlands während es in der nordhälfte morgen recht freundlich aber nicht gerade sommerlich warm wird .
MITTE HEUTE NACHT REGEN REGEN SCHAUER SCHAUER SCHAUER SUED BLITZ DONNER __EMP__	in der mitte fällt heute nacht verbreitet zum teil schauerartiger regen der sich langsam südwärts verlagert auch blitz und donner sind dabei .
NORD SCHAUER loc-KUESTE MOEGLICH GEWITTER GEWITTER	im norden stellenweise schauer in küstennähe einzelne gewitter möglich .
MORGEN IX SCHAUER SONST loc-REGION FREUNDLICH	dort gibt es morgen ein paar schauer sonst wird es recht freundlich .
loc-SUEDWEST __EMP__ VIEL REGEN REGEN BADEN IX loc-SUEDOST AUCH UEBERWIEGEND GEWITTER	im süden und südwesten allerdings vielerorts regen oder schauer von baden bis nach südostbayern auch einige kräftige gewitter .
NORD SCHWACH MAESSIG __EMP__ NORD WIND AUCH WIND __LEFTHAND__ WEHEN	schwacher im norden auch mäßiger an der küste zeitweise frischer wind mit der gefahr von sturmböen aus west bis nordwest .
loc-REGION MORGEN MAXIMAL FUENF ZWANZIG F loc-INSEL-PLUSPLUS MORGEN NUR ACHTZEHN GRAD	am bodensee morgen bis fünfundzwanzig auf den nordfriesischen inseln nur achtzehn grad .
SAMSTAG VIEL SONNE MEHR WARM IX TEIL REGEN-PLUSPLUS	am samstag viel sonne und wärmer in küstennähe zeitweise regen .
SONNTAG ANFANG FREUNDLICH __LEFTHAND__ AUFZIEHEN SCHAUER UEBERWIEGEND GEWITTER GEWITTER __OFF__	am sonntag zunächst freundlich aber von nordwesten ziehen wieder einzelne schauer und zum teil heftige gewitter heran .
__ON__ JETZT WETTER WIE-AUSSEHEN MORGEN FREITAG DREIZEHN AUGUST __OFF__	und nun die wettervorhersage für morgen freitag den dreizehnten august .
__ON__ loc-SUEDOST KOENNEN LANG REGEN-PLUSPLUS KOENNEN DURCH AUCH MOEGLICH WIND REGEN KOENNEN	im osten und südosten deutschlands muss deshalb mit teilweise langanhaltenden und ergiebigen regenfällen gerechnet werden .
