"WHAT"	what
fs-MARY:i VEGETABLE IX-1p KNOW IX-3p:i LIKE fs-CORN 	As for Mary and vegetables, I know she likes corn.
ARRIVE WHO 	Who arrived?
STUDENT IX-3p-pl-arc (Y)NOT-LIKE CHOCOLATE 	The students don't like chocolate.
IX-3p:i SAY NO part:indef COP LOOK 	He said no.  The cop was looking at him and shaking his head.
BUT IX-3p-pl-2:x/y STILL part:indef LIVE THAT CL:5"falling" 	But, we both were still alive from that kind of fall.
IX-3p:i MAYBE BOY SAME 	Maybe it is a boy too.
fs-JOHN SHOULD neu:GIFT:i CAR IX-3p:i FATHER 	John should give car to the father.
TRUE-BUSINESS IX-1p DEAF 	I am definitely Deaf.
fs-ANN BLAME fs-MARY 	Ann blames Mary.
AND MAKE SURE IX-2p HAVE EVERYTHING READY MAKE SURE POSS-3p #CAR PERFECT WORK-OUT PAST GO SAME IX-1p NOT DO PAST 	And, make sure you have everything ready.  Also, make sure your car is ready before you leave for trip unlike me. 
IX-loc:i THAT:i CAR IX-loc:i fs-JOHN FATHERwg IX-loc:i 	It--that car there--is John's father's.
IX-1p NOT-KNOW WHAT FEEL SAME ON BOAT WATER THINK NOTHING 	I didn't know what it feel like to be on the boat but thought its nothing.
LOOK SAME IX-3p:i TRUE-BUSINESS OFF IX-1p part:indef 	It looks like it would cut my hand off!
REALLY POSS-1p MOTHER-FATHER IX-3p:i BORN fs-DANA 	Really, my parents gave birth to Dana.
LOOK SEE #BUSH CL:5"shape of the object" 	I saw the bush.
cl:1 "walking over" GET ANOTHER #BAG cl:s "pulling over" THEN 	I walked over and got another bag to put on my hand.
part:indef REALLY SAME IN FOOD STORE #OR RESTAURANT fs-BANKS REALLY VARY MANY DIFFERENT PLACE 	Its same kind of situation in food shopping, banks, and many different places.
MOTHER SHOULD BUY CAR (Y)WHY (1h)part:indef 	Why should mother buy a car?
IX-3p:i SAY part:indef IX-1p NOT-KNOW IX-2p-arc IX-1p THINK SOMEONE ELSE PLAY TROUBLE WITH IX-1p 	I didnt know it was you guys, I thought it was someone else play trouble with me
MOTHER GIFT:i CHOCOLATE IX-3p:i fs-JOHN YESTERDAY 	Mother gave chocolate to John yesterday.
SOMETHING/ONE STRANGE part:indef ARRIVE part:indef 	Some strange thing/person arrived.
MOTHER SHOULD BUY CAR (25)WHY (1h)part:indef 	Why should mother buy a car?
fs-ALI START #TO part:indef IX-3p:i KNOW IX-3p:i HAVE fs-PAKINSON SICK IX-3p:i SICK 	Ali start to.. you know, he had Parkinson's disease.
GO BUY OTHER BOOK 	Then he will go and buy another book.
REPORTER part:indef ASK fs-MUHAMMAD fs-ALI part:indef SIMPLE QUESTION part:indef 	The reporter decided to ask Muhammad Ali a simple question.
fs-JOHN FUTURE NOT BUY HOUSE 	John will not buy a house.
fs-JOHN POSS-3p:i FATHERwg IX-3p:i MUST neu:GIFT:j CAR IX-3p:j fs-MARY 	It's John's father, him, who must give a car to Mary.
fs-MARY:i VEGETABLE KNOW IX-3p:i LIKE CORN 	As for Mary, as for vegetables, (I) knows she likes corn.
IX-3p:i MOTHERwg BUY CAR REALLY (25)WHY^part:indef 	Why did mother buy a car?
REALLY OF-COURSE fs-BOSTON IX-loc:i HAVE FOUR DIFFERENT fs-SEASONS part:indef 	Of course, Boston have four different seasons.
GRAB PULL REALLY IX-1p part:indef 	Grabbed and pulled me.
IX-3p:i WHO POSS-3p:j CAR 	Who does that car belong to?
IX-1p CL:1"person walking" IX-1p part:indef WALK IX-1p 	I walked.
fs-JOHN NOT-YET FINISH READ BOOK 	John hasn't finished reading the book yet.
TOGETHER NO MATTER WHO IX-3p-arc IMPORTANT IN VARY 	No matter who we are, it is important to have diversity in the group.
fs-JOHN i:TELL:j fs-MARY IX-1p BUY HOUSE 	John told Mary, "I am buying a house."
fs-JOHN BUY CAR FUTURE 	John will buy a car.
IX-3p:i CAR BLUE fs-SUE BUY 	Sue bought (is buying) that blue car.
IX-3p:i HEARING part:indef EXCITE BCL:S"person running" TALK 	Hearing person got excited, ran to the car and started talking.
BCL:S"rowing"++ CL:4"waving"++ SOME CL:3"falling off"++ UNKNOWN 	There was waving while we were rowing, and people fell off the raft.
part:indef DO++ part:indef SEE part:indef 	The pigs said," What should we do?  We will wait and see."
IX-1p DRIVE REALLY VERY PLAIN ALL-THE-WAY THROUGH fs-IOWA fs-OHIO fs-ILL CL:B "across the land" ns-NEW YORK FINALLY ARRIVE ns-BOSTON 	I drove across the country.  There was plain all the way through Iowa, Ohio, Ill and across New York.  I finally arrived Boston.
CL:1"person walking across" fs-DANA SAY MAYBE DEAF 	She walked to Dana and said, "maybe he is Deaf."
part:indef WHY DO THAT IX-1p part:indef++ IX-1p FEEL BAD 	He asked, "Why did you do that?" I felt bad.
GIFT TO #HALL COORDINATOR 	Gave the bag to the hall Coordinator.
fs-JOHN KNOW IX-3p:i MAN IX-loc:i 	John knows the man over there.
ON HIGHWAY EIGHTY CL:B"crossing the road" 	Route 80 on the highway across the country.
IX-3p:i fs-JOHN READ+ IX-3p:i FINISH (L)FUTURE SOON++ IX-3p:i 	Will John finish reading soon?
fs-JOHN FATHERwg IX-3p:i !MUST! neu:GIFT:j CAR IX-3p:j fs-MARY 	John's father must give the car to Mary.
IX-1p CAN FEEL PULL STITCH SAME STITCH cl:2 "quotation" TIE POSS-2p SHOE 	I can feel stitches as pulling, same feeling as when you tie your shoes.
SEE IX-1p IN COP #CAR 	Saw me in cop's car.
YESTERDAY MOTHER neu:GIVE:j fs-JOHN CHOCOLATE 	Mother gave John chocolate yesterday.
fs-SUE BUY IX-3p:i CAR BLUE 	Sueis buying that blue car.
fs-SUE BUY CAR BLUE 	Sue is buying the blue car.
fs-JOHN SEE THROW APPLE WHO fs-MARY 	Who did John see throw the apple?  Mary.
LIKE CHOCOLATE WHO 	Who likes chocolate?
fs-JOHN BUY BOOK (1h)HOW-MANY 	How many books did John buy?
fs-JOHN BUY "WHAT" BOOK+ 	What did John buy?  Books.
SOMETHING/ONE BOAT SCL:3"vehicle sink" NEAR ns-CAPE-COD part:indef 	Some boat sank near Cape Cod (I think).
IX-1p fs-FOOT BPCL:4"foot under the object" MAKE SURE IX-1p REFUSE FALL AGAIN BPCL:4"foot under the object" 	I had to put my foot under the seat so I won't fall again.
REALLY IX-3p:i NS-ERICK SAY WORRY SAY part:indef KNOW IX-1p HAVE EMERGENCY 	Erick said I was worried, you know, I had an emergency.
POSS-1p+ FAMILY (2h)alt.FORMERLY CONFLICT+ 	I am of mixed heritage.
fs-JOHN FIND/FIND-OUT FUTURE EXAM (L)FUTURE (1h)DCL:B"hair on head raising" PROCEED READ BOOK 	When John finds out there will be a test, he will panic and be compelled to read the book.
ns-YUGOSLAVIA CONFUSE WAR MONEY B:(2h)DECREASE-IN-VALUE 	Life in Yugoslavia was difficult due to the war and depression.
#SO COMMUNICATE CL:1"writing" #OR SIGN MAYBE 	So maybe they can communicate, writing or even sign.
OVER/AFTER CLASS NOW fs-JOHN FINISH READ BOOK 	After class, John has finished reading the book.
fs-JOHN #EX NOT LIKE CHOCOLATE 	John used to not like chocolate.
IX-1p BCL:5"grabbing person" FIND #HER 	I found and grabbed her.
UNKNOWN DECIDE LEAVE UNKNOWN CL:1"going down" FOR FIFTEEN MINUTE #THEN DECIDE FEEL BAD 	We decided to leave it alone and went downstair for fifteen minutes.  Then we felt bad.
IX-1p FINE GO HOSPITAL IX-1p UNKNOWN 	I went to the hospital.
ICL:S"holding carrier" WOMAN KNOW !NOT! POSS-1p #DOG IX-3p:t !NOT! IX-3p:t 	The woman responded, "I know, but that is not my dog.  It's not!"
SELF+-3p:i ACTOR UP-TO-NOW INVOLVE+ MANY+ DRAMA 	 a long-time actress, has been in numerous dramatic works.
TIRED FINISH GO BED GET-IN-BED ALL-NIGHT 	I was tired so I went to bed for the night.
fs-JOHN NOT BUY MOTHER POSS-3p:i CAR 	No, John did not buy (his) mother's car.
fs-JOHN neu:GIFT-pl-arc GIRL BOX++ 	John is giving the girls boxes.
REALLY IX-1p ENJOY WHY POSS-1p #RA POSS-1p FRATERNITY BROTHER 	Really, I enjoyed because my RA was my fraternity brother.
IX-3p REALLY IX-1p part:indef BORN IN ns-BOSTON 	I was born and grew up in Boston.
MOTHER BUY CAR GIFT:j fs-JOHN 	Mother bought a car and gave it to John.
IX-1p WORK-OUT++ BCL:5"muscles on stomach" REALLY "wow" BUT "wow" A-LOT TIME REQUIRE 	I would work out and have those kind of muscles on my stomach.  It would be nice, but it is going to take a lot of my time.
HIT HEADACHE IX-1p HAVE BAD HEADACHE NEXT MORNING 	I had a bad headache next morning!
LOOK "nah" IX-1p CALL FOR SECOND OPINION 	He looked at my finger and said he would like to call for second opinion.
BUT UNKNOWN NEVER AGAIN 	But the hands in back, never again!
FATHER LIKE BOOK AND MOVIE 	Father likes books and movies.
fs-JOHN FUTURE FINISH SEE fs-MARY 	John will have seen Mary.
fs-JOHN:i i:GIFT:j IX-3p:j MAN NEW COAT 	John gave that man a new coat.
DEAF "sure" DRIVE 	Deaf person said,"sure thing" then drove away.
part:indef TELL WIFE IX-3p:i ALLRIGHT 	Asked his wife if he is allright.
fs-JOHN ARRIVE 	John is arriving.
part:indef IN UNKNOWN OF-COURSE fs-DEC HERE FUTURE START SNOW BECOME MORE COLD LEAVE FALL++ TREE EMPTY cl:3 "quotation" NAKE TREE 	In December, there would have start snowing, colder and trees are naked because of no leaves. 
PLAN TELL IX-1p DEAF 	I plan to tell them that I am Deaf.
TEACHER NOW IX-3p:i MOVIE 	The teacher in the movie theatre.
CL:5"eating" LOOK-UP 	A deer was eating the grass and then look up.
WHO CAR IX-3p:i POSS-3p:j WHO part:indef 	Whose car is that?
LAUGH CL:3"sitting down" IX-1p DCL:4"hair up on the arm" 	He laughed and sitted down.  I got goose chills on my arms.
CAR fs-JOHN GIFT:i TEACHER HOW-MANY CAR 	As for John giving the teacher cars, how many did he give him/her?
BOTH CAN-NOT OUT IX-1p LAUGH 	Both could not get out and I was laughing hard. 
IX-1p CAN^NOT HOLD POSS-1p fs-BLADDER #SO IX-1p part:indef 	I can't hold my bladder.
IX-3p:i TAKE TOGETHER PARTY 	She had a party.
WHY COP HIT IX-1p FOR 	Why did cop have to hit me for?
TEACHER NOT LIKE MOVIE IX-loc:i 	The teacher doesn't like the movie.
IX-3p:i SAY KNOW IX-1p CALL COP COME NOW 	He said, "You know, I called cop to come now."
fs-JOHN IX-3p:i i:GIFT:j IX-3p:j MAN IX-loc:j BOOK 	John, he, gave a man over there a book.
fs-JOHN IX-3p:i LIKE fs-MARY 	As for John, he likes Mary.
5"so, all set" UNDERSTAND 5"so, all set" UNDERSTAND CLEAR 	Do you understand? Am I clear? 
part:indef SOMETHING/ONE BOAT SCL:3"vehicle sink" ns-CAPE COD IX-loc:i 	Some boat sank off Cape Cod (I think).
IX-3p:i MOTHER+ READ+ BOOK IX-3p:i 	Is mother reading the book?
SAME IX-2p IF IX-2p SEE ON WEATHER CHANNEL IX-3p ns-LA DEGREE MEAN IN ns-NORTHRIDGE REALLY "wow" 	If you see on weather channel, you will notice that if its 85 degrees in LA, that means 100 degrees in Northridge.
fs-JOHN READ BOOK FINISH 	Did John read the book?  Yes, he already did.
THAT BOOK fs-JOHN FINISH READ BOOK YESTERDAY 	That book, John finished reading it yesterday.
READY TO OUT fs-NEVADA REALLY part:indef FEEL SOMETHING POSS-1p #CAR 	When we ready to get out of Nevada, I felt something in back of my car like it fell down and hit the ground.
IX-1p THINK MAYBE TRUE-BUSINESS BATHROOM IN PUBLIC 	I thought it is maybe because of bathroom in the public.
COP FIND SITUATION FUNNY LUCKY IX-3p-arc LOOK WHEW 	We were relieved when cop found that situation funny.
IX-3p:i THINK  IX-1p NOT^KNOW 	They probably thought I was eating something, I dont know.
MOTHER READ+ BOOK 	Mother is reading a book.
#SO IX-1p UNKNOWN IX-1p CL:L"holding the remote" UNKNOWN IMPACT REALLY part:indef 	One thing that impacted me when I was watching TV.
SOMETHING/ONE part:indef BOAT SCL:3"vehicle sink" NEAR ns-CAPE-COD part:indef 	Some (kind of) boat sank near Cape Cod.
YESTERDAY IX-3p:i STUDENT FINISH BUY CAR QMwg 	Did the student already buy a car yesterday?
IX-3p:i CAR BLUE fs-SUE BUY:i 	Sue buought (is buying) that blue car.
fs-JOHN POSS-3p:i CAR NEVER SEE IX-1p 	It's John's CAR I've never seen.
WHO ARRIVE 	Who arrived?
part:indef SAME IX-1p part:indef AND IX-3p:i fs-VERY SAME HIGH FANCY++ fs-CLASS 	They are like very high elite class.
fs-DANA LOOK OBVIOUS HEARING NAH 	Dana was looking at me and said," he obviously can hear."
HEARING "shocking" STUCK 	Hearing person was in shock and feel speechless.
REALLY IX-1p ARRIVE FRIDAY NIGHT 	I arrived on Friday night.
YES BETTER SUPPOSE IX-1p STAND+ BETTER MORE CLEAR BUT 5"doesn't matter" 	Yes, it will be better if I stand up so it's more clear but, (whatever).
IX-3p:i MOTHER IX-3p:i CAR BUY IX-3p:j 	Mother bought a car.
IX-3p:i FALL fs-SEASON SAME IN fs-SEPT HERE ns-BOSTON 	In fall season, like in September period, here in Boston.
BCL:"tapping someone's shoulder" BCL:"tapping person's shoulder" BCL:"looking back" 	Person tapped other person's shoulder and person looked back.
IX-3p:i HAVE BIG GRASS CL:5"location" A-LOT CIGARETTE #BUTTS CL:1"throwing the objects" 	They have huge grass area where a lot of cigarette butts that people threw on the grass.
BUT HERE REALLY UNPREDICT WEATHER CAN #BE RAIN CAN #BE part:indef HOT COLD COOL 	But here in Boston, it is unpredict weather, it can be raining, hot, cold or cool.
BEAUTIFUL HILL DRIVE 	I was driving through beautiful hills.
ICL:"set carrier aside" "clap-hands" WOMAN 	Setting the carrier aside, he phoned the woman.
#SO part:indef FINE IX-3p:i SAY 	So, that is fine and he said
YESTERDAY (1h)TEACHER BUY HOUSE FINISH 	Did the teacher already buy a house yesterday?
IX-1p DRIVE IX-1p THINK WHY NOT TURN-OFF 	I thought why not to turn off the way while drive.
fs-JOHN WANT BUY HOW-MANY BOOK part:indef 	How many books does John want to buy?
IX-1p GO EXPLAIN ABOUT THAT SITUATION REALLY fs-HALL COORDINATOR NOT FRIENDLY part:indef 	I went and explained about the situation.  The hall coordinator was not friendly.
MOTHER-FATHER (2h)alt:GIVE++:i MANY BOOK (2h)alt:GIVE++:i READ+ EVERYDAY++ 	His parents give him many books and he reads them everyday.
IX-1p BCL:5"tapping person" THAT IX-3p:i WHITE WATER BOAT 	I tapped and asked if that is what white water raft is all about.
#OR ANYONE ELSE cl:5 "that area" BECAUSE IX-3p:i fs-VERY STRICT WITH CHEMICAL MAKE SURE cl:5 "things" WORK-OUT 	Because, there is very strict with chemical issue, they had to make sure things would work out smooth.
fs-TONY IX-1p-pl-2:x/y GREW-UP POSS-1p BEST FRIEND 	Tony and I grew up best friends.
1p:CALL:n fs-PET STORE EXPLAIN (1h)WANT #DOG IDEA^SAME IX-3p:o++ 	"I could call a pet store and explain that I want a dog just like this one."
HAVE STEAK #OR CHICKEN CHOICE 	There was two choice to pick, steak or chicken.
DRIVE++ DEAF PERSON part:indef FINE IX-1p SLEEP 	Deaf person said,"Ok I am going to sleep."
MORNING PATIENT STAND-UP SEVEN MORNING 	We had to be patient because we got up at seven o'clock in the morning.
(2h)ICL:"pick up dog and set down" IX-3p-honorific:o DCL:"pet carrier" OPEN-DOOR (1h)DIE #DOG 	he put the new dog down and opened the door of the dead dog's carrier.
(2h)alt.SEARCH "palms up" SUMMON HELP 	She looked for it, and then called for help.
WHY NOT IX-1p DRIVE AHEAD 	Thought why not for me to go ahead drive.
OVER/AFTER WAR TWO OPEN WORK (2h)alt.HIRE++ 	After World War II, California had many job opportunities.
fs-JOHN FUTURE neu:GIVE:j MOTHER CHOCOLATE 	Will John give (his) mother chocolate?
IX-3p:i MOTHERwg IX-loc:i BUY CAR FOR fs-JOHN 	Mother isn't buying a car for John.
CL:1"long distance" DEAF TIRED 	It was long drive and Deaf person got tired.
NEVER THINK MUST GO HOSPITAL THAT NIGHT 	Never know if he need go to the hospital during night time.
IX-1p FIND SOMETHING/ONE BOOK 	I found someone's book.
ICL:S"holding carrier from the top" 	The woman came to the airport, and the skycap proudly showed her the carrier.
FIRST YEAR ON #CSUN 	My first year at CSUN.
fs-JOHN:i IX-3p:i THINK fs-MARY:j j:(1h)LOVE:i 	John thinks Mary loves (him).
fs-JOHN LIKE CAR BOOK+ 	John likes cars and books.
cl:5 "size of the object" REALLY DIFFERENT SIZE REALLY cl:5 "bunch of them" 	There was many different sizes.
BUT STILL IX-3p:i TAKE ns-LAPD WORD AGAINST POSS-3p:i ns-RODNEY ns-KING BUT part:indef 	But, they still took LAPD's word against Rodney King's.
fs-JOHN READ BOOK 	John read a/the book.
fs-JOHN POSS-3p:i MOTHER ARRIVE WHO MOTHER ARRIVE 	John's mother arrived.  Whose mother arrived?
IX-1p CL:S"holding the wheel" HEART CL:S"heart beating"++ 	My heart beats fast.
IX-3p:i STUDENT IX-3p:i READ+ BOOK UP-TO-NOW part:indef 	For how long has that student been reading the book?
IX-3p:i BUT IX-3p:i STILL IX-3p:i part:indef IX-3p:i STILL CAN FIND FUNNY IN MANY THING 	But, he still can find funny in many things.
FINISH b:AIRPLANE b:GO:c AIRPORT (2h)SUITCASE TWO ICL:S"hold suitcases" ICL:S"set suitcase down" 	When the trip was over, she went to the airport with two suitcases. 
IF TRUE-BUSINESS IX-3p:i NOT PAY THEN IX-1p part:indef 	If he won't pay for it, then.
MOVIE END FUTURE BUY BOOK j:GIFT:k STUDENT READ 	After the movie ends, the teacher will buy a book to give to the student to read.
part:indef BEER CL:5"many objects" REALLY EVERYWHERE CL:5"locations" PEOPLE CL:5"crowding" 	The beers were all over, really, it was in everywhere and there was crowd of people.
IX-1p DRIVE++ 	I was driving.
TEACHER LIKE READ+ LIKE MOVIE #NO NOT 	The teacher likes reading, but does she like movies? no, she doesn't.
WANT CHECK IF HAVE SOME #AIR IN IX-3p:i WHY FUTURE CAUSE INFECTION 	He wanted to check if I have some air in my finger which may cause infection.
MOTHER IX-3p:j NOT LIKE IX-3p:i MOVIE IX-3p:j 	Mother does not like the movie.
HEARING part:indef SLEEP DRIVE++ 	Hearing person is driving and said, "go ahead sleep."
CL:5"attacking" MISTAKE TWO CL:2"running" 	Wolf was about to attack, but two pigs ran away before wolf catch them.
REALLY BOY LIVE IN DORM ROOM 	Four of us boys live in the dorm.
#THEN SAME IX-1p BED ALL-NIGHT READY FOR WORK TODAY ALL-DAY 	Then, I went to bed all night to get ready for work all day today.
REALLY MAYBE FROM IX-1p-arc ANYWAY #SO IX-3p:i GO CLEAN PICK THROW IN 	It was probably from us anyway so we went and clean.  We threw them in the bag.
THINK IX-1p part:indef BECAUSE SEE IX-1p BATHROOM IN PUBLIC #OR IX-3p:i 	I think it was because I went bathroom in the public or something.
POSS-1p MOTHER PREGNANT WITH IX-1p 	My mother was pregnant with me.
NOTHING part:indef IMPORTANT IX-1p INFORM IX-1p DEAF SAME 	It is nothing, and most importantly, I need to inform them that I am Deaf too.
fs-JOHN:i POSS-3p:i FRIEND:j HAVE CANDY 	John's friend has candy.
IX-1p FINE IX-1p cl:5 "moving the object"++ 	I did the work as much as I can.
SUPPOSE TEACHER REQUIRE fs-JOHN FUTURE READ+ BOOK part:indef 	If the teacher requires it, John will read the book.
IX-3p:i fs-MARY IX-loc:i fs-JOHN FATHER MUST j:GIFT:i CAR 	It's Mary there to whom John's father must give a car.
CLIQUE-arc IX-2p MUST MAKE POSS-2p NAME BEFORE JOIN fs-CLUB TOGETHER fs-E cl:3 "quotation" CALL fs-ELITE fs-CLUB AREA 	It is like, you must be a well known person before join the "elite club".
TEACHER BUY++ MANY CAR QMwg 	Has the teacher bought many cars?
TEACHER LIKE BOOK MOVIE NOT 	The teacher likes books, but doesn't like movies.
CL:5"vehicle motion" IX-3p:i MAN WHO LEAD IX-3p-arc 	While the raft was moving, the man behind us is our leader. 
GO-AHEAD CL:1"meter speeding up" SPEED++ 	Decided to go ahead speeding up.
NOON STOP "hands up" EAT LIGHT FRUIT VEGETABLE DIFFERENT+++-arc "hands up" 	We stopped at noon for a light lunch of various fruits and vegetables.
fs-JOHN READ+ HOW-MANY BOOK+ UP-TO-NOW 	How many books has John read so far?
DEAF HEAR part:indef 	Deaf person said, "I can't hear"
STUDENT IX-loc-arc PCL:crvd-5"group-together" PITCH-IN GIFT:j TEACHER BOOK 	The students contributed money to buy the teacher a book.
